,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21abbgtcy,ZTF21abbgtcy,ZTF20acgqovm,ZTF21aamdgpj,ZTF21abzjwhm,ZTF21abxdibe,ZTF21aafkphg,ZTF21aalgiex,ZTF18aagtwyh,ZTFabc52179,ZTF18acvgwbt,ZTF20acowsyj,0,241.1844,298.4203,349.1338,373.1335,379.3591,382.4613,382.6296,383.3205,392.1188,396.2194,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,0.094,-99.0,-99.0,0.066041,-99.0,-99.0,-99.0
ZTF20achdwmq,ZTF20achdwmq,ZTF21aayebcv,ZTF21aaaytny,ZTF21aadrrbf,ZTFabc83139,ZTF21aatnvxu,ZTFabc61151,ZTFabc40775,ZTFabc83411,ZTFabc80969,ZTFabc36184,0,245.6006,251.6438,254.5746,255.6022,288.4417,291.5171,293.2615,293.3505,297.1457,300.1999,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,SN Ia,None,SN Ia,None,SN Ia,None,SN IIb,SN IIb,SN Ia,SN IIb,SN IIb,0.06,-99.0,0.0459,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarzuul,ZTF21aarzuul,ZTF21abwymva,ZTF20aciudwb,ZTFabc63658,ZTF21aahwcch,ZTF21achawrf,ZTF18absqohp,ZTFabc60482,ZTFabc63553,ZTF21aacsrla,ZTFabc60276,0,227.4858,261.2489,310.1522,314.5284,317.9102,351.1177,352.5228,354.6327,356.7346,358.4131,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,No_TNS,Fake,Fake,Yes_TNS,Fake,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20actkulc,ZTF20actkulc,ZTFabc97777,ZTFabc45991,ZTFabc48242,ZTFabc60676,ZTFabc07741,ZTFabc36298,ZTFabc68622,ZTFabc92385,ZTFabc83917,ZTFabc36679,0,274.6781,274.9402,275.6609,276.2452,279.4624,279.731,279.8125,280.0302,281.4678,282.5015,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN IIn,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,0.0757,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aatxryt,ZTF20aatxryt,ZTFabc09675,ZTF18acrhegn,ZTF18absljlb,ZTFabc74615,ZTFabc44490,ZTFabc15376,ZTFabc50467,ZTFabc24960,ZTFabc85422,ZTFabc69277,0,414.2842,421.3917,425.0423,427.0797,429.1871,461.0731,461.5365,463.9752,468.1731,469.3195,Yes_TNS,Fake,Yes_TNS,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN IIn,None,None,SN IIn,SN IIn,SN IIn,SN Ia,SN IIn,SN IIn,SN IIn,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acusuab,ZTF18acusuab,ZTFabc66967,ZTFabc05419,ZTFabc86798,ZTFabc29229,ZTFabc92772,ZTFabc89175,ZTFabc08816,ZTFabc62086,ZTFabc95079,ZTFabc60581,0,247.4244,252.0109,253.932,259.1328,260.5603,264.5817,265.2922,265.4534,265.9912,267.4625,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,TDE,TDE,TDE,TDE,TDE,TDE,SN IIn,TDE,SN IIn,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acnzkfd,ZTF20acnzkfd,ZTF19aacwqjs,ZTFabc89752,ZTFabc78325,ZTFabc60351,ZTF21abejemh,ZTF21aauuphm,ZTFabc53072,ZTFabc33959,ZTFabc14958,ZTFabc71450,0,448.0792,455.6964,456.1599,458.7287,475.6889,484.0939,484.8044,484.8728,485.2155,485.8388,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,None,None,SN II,SN II,SN II,None,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aapfpgk,ZTF21aapfpgk,ZTF21abadfmr,ZTF21absltzp,ZTFabc03634,ZTFabc08378,ZTFabc70286,ZTFabc49206,ZTF19abctyus,ZTFabc98259,ZTFabc65371,ZTFabc93215,0,347.0792,373.959,381.8674,382.0519,389.3759,393.2456,398.6388,403.4192,407.2191,409.3104,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,None,None,SN IIb,SN IIb,SN Ia,SN IIb,None,SN IIb,SN IIb,SN IIb,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abmqpmh,ZTF21abmqpmh,ZTF21aagywhf,ZTF18aaouezy,ZTFabc89174,ZTFabc90618,ZTFabc03119,ZTFabc06823,ZTFabc76671,ZTFabc62932,ZTFabc27784,ZTFabc17441,0,193.4705,238.8397,271.2399,271.7985,275.8573,281.1384,286.2929,290.8584,294.5363,294.6698,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aadoevn,ZTF19aadoevn,ZTF21aagskpt,ZTF20acprfiz,ZTF20acpxvez,ZTF18acbzpgy,ZTF20aculrpj,ZTFabc05047,ZTF18aawpuqx,ZTF21aahzspd,ZTF21aareeiq,ZTF20acjutba,0,247.4477,298.6593,372.5286,374.7032,380.9256,405.7001,426.6619,428.8987,433.114,442.6625,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,0.051,-99.0,-99.0,-99.0,-99.0,0.11,-99.0,0.09
ZTF21abdfzzv,ZTF21abdfzzv,ZTF18abrwqti,ZTFabc31240,ZTF21aadplfw,ZTF18abvrgjc,ZTF21abiawpf,ZTFabc59576,ZTF21abmdcfm,ZTF21abvdyoj,ZTFabc19497,ZTFabc54200,0,278.8331,345.6166,347.8628,350.111,350.9187,352.5068,360.7287,363.1232,364.2312,365.1461,Yes_TNS,No_TNS,Fake,No_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,None,None,SN Ia,None,None,SN Ia,SN Ia-91T-like,None,SN Ia,SN Ia-91T-like,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.073,-99.0,-99.0,0.112,-99.0,-99.0
ZTF20acpgdir,ZTF20acpgdir,ZTF20acuzlib,ZTF21aayrnqc,ZTF21abpjrqx,ZTF18acehmje,ZTF19abiinmg,ZTFabc03172,ZTF21abfokxd,ZTF21abwuodn,ZTF21aajxjfi,ZTFabc09821,0,418.6366,512.1483,545.7512,552.7523,560.8329,568.14,574.9649,575.9677,577.2181,593.5839,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,None,SN Ia,None,None,None,None,SN Ia,None,None,None,SN Ia,-99.0,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18actxlzv,ZTF18actxlzv,ZTF18abtmnha,ZTFabc04760,ZTFabc25526,ZTFabc52327,ZTFabc19458,ZTFabc23597,ZTFabc45643,ZTFabc69880,ZTFabc67838,ZTF21aadsosc,0,282.8064,322.7921,322.8038,322.8859,322.9133,323.6544,323.7736,325.0796,327.224,335.4856,Yes_TNS,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,No_TNS,None,None,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aazeruf,ZTF21aazeruf,ZTF21abcwtye,ZTF21abvatsz,ZTF21abxwuvo,ZTF18adarvpj,ZTF20acpgpnq,ZTF21abwgdih,ZTF21aaijkpx,ZTF21aaxsorf,ZTF18abrxvpd,ZTF20acogesf,0,361.0569,375.4008,422.4243,438.4327,444.8951,447.5154,465.7076,466.5509,484.8253,485.0892,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.06
ZTF20acvfcef,ZTF20acvfcef,ZTFabc49911,ZTFabc65170,ZTFabc44059,ZTFabc44261,ZTFabc25626,ZTFabc43066,ZTFabc49226,ZTFabc82522,ZTFabc52106,ZTFabc49851,0,377.2533,377.6275,379.3805,379.9313,384.6194,387.7348,391.1859,391.8732,392.2522,393.3382,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abivilh,ZTF20abivilh,ZTFabc13658,ZTFabc24469,ZTFabc86574,ZTFabc98632,ZTFabc66210,ZTFabc60837,ZTFabc84515,ZTFabc26662,ZTFabc06034,ZTFabc39611,0,216.8481,217.5399,217.7022,222.0802,222.2891,222.5233,222.7466,223.159,223.2982,223.4608,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN IIb,SN IIb,SN IIb,SN IIb,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abrduyv,ZTF21abrduyv,ZTF21abvjmqr,ZTF21abbquja,ZTFabc89700,ZTF21acgyfat,ZTFabc18110,ZTFabc10042,ZTFabc42115,ZTFabc00828,ZTFabc26430,ZTFabc14397,0,290.6773,343.3052,350.9168,354.6341,365.9403,365.9751,367.2759,373.1127,374.5726,375.0724,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,SN II,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acumcrz,ZTF20acumcrz,ZTF21aahsqng,ZTFabc82343,ZTFabc69547,ZTFabc95714,ZTFabc75135,ZTF20acrhrcy,ZTFabc77663,ZTFabc56889,ZTFabc62481,ZTFabc61121,0,211.4218,217.1608,256.6978,258.6376,266.7273,274.528,278.3646,282.4383,282.8831,284.0459,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN II,SN II,SN II,SN II,SN Ia,SN Ia,SN Ia,SN IIb,SN II,0.054,0.057,-99.0,-99.0,-99.0,-99.0,0.1,-99.0,-99.0,-99.0,-99.0
ZTF20acmhmzl,ZTF20acmhmzl,ZTFabc86117,ZTFabc69819,ZTFabc19260,ZTFabc10633,ZTFabc10550,ZTFabc25189,ZTFabc59713,ZTFabc21864,ZTFabc47980,ZTFabc75737,0,235.3015,238.961,244.1103,244.7228,247.6445,247.804,249.1141,249.2133,249.3024,251.1615,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acplptm,ZTF20acplptm,ZTFabc70704,ZTFabc57252,ZTFabc19312,ZTF21aapffqd,ZTFabc59081,ZTFabc31035,ZTFabc24080,ZTFabc49553,ZTFabc59909,ZTFabc62866,0,200.663,209.3379,210.2888,214.9543,221.6181,225.1378,233.5242,240.4221,241.6467,244.9702,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,0.052896,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aajaxbc,ZTF21aajaxbc,ZTF20acvhwlp,ZTF21aaoevvx,ZTF21abiwvlt,ZTF21abwtlzt,ZTFabc29197,ZTF21aauvbjh,ZTF21aaacwom,ZTFabc02183,ZTF21aastazz,ZTF21abvanyr,0,243.2183,308.8564,319.1555,333.237,346.9691,369.3326,401.1353,405.7708,407.5854,409.928,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.053,-99.0
ZTF20acongti,ZTF20acongti,ZTFabc77663,ZTFabc27537,ZTFabc51121,ZTFabc74627,ZTF21aatvcwp,ZTF20acbiyuu,ZTFabc30590,ZTF21abfjgwr,ZTFabc23758,ZTFabc14104,0,179.1231,225.0748,227.2742,247.3665,262.6471,269.6167,275.1863,279.4012,279.5251,283.5378,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,SN II,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,0.041,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,-99.0
ZTF21aarohkc,ZTF21aarohkc,ZTF19aabyorx,ZTF21aaqyraq,ZTF21aaxszmx,ZTF20acphjfv,ZTF21aafldgt,ZTF18acvgkio,ZTF21aagtlxw,ZTF18aathofv,ZTF20acrktth,ZTF20acpzjsk,0,160.7381,235.7202,267.6108,321.3318,349.5487,400.5791,422.024,444.6036,448.7485,461.5015,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abeokcr,ZTF21abeokcr,ZTF21abwpyks,ZTFabc86129,ZTFabc15170,ZTFabc77428,ZTFabc43573,ZTFabc27836,ZTFabc04444,ZTFabc60694,ZTF18abkhqww,ZTFabc82501,0,208.496,247.7708,251.0878,253.801,271.4567,272.7579,279.0094,283.2432,284.6055,294.6068,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,No_TNS,Fake,SN Ia,None,SN II,SN II,SN II,SN II,SN II,SN II,SN II,None,SN II,0.070246,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaigndt,ZTF21aaigndt,ZTFabc64900,ZTF18aczeraw,ZTFabc02515,ZTF18acaucsw,ZTFabc21519,ZTF21aatwhta,ZTFabc35016,ZTFabc30050,ZTF20achatyv,ZTFabc50635,0,295.6273,301.8493,308.1812,331.5872,339.121,350.5238,354.8545,363.8967,369.1308,385.495,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,None,SN IIn,None,SN IIn,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN IIn,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0,0.067767,-99.0
ZTF21aazcxdd,ZTF21aazcxdd,ZTF21aazlqij,ZTF18abtwqub,ZTF21aazqpgb,ZTF21acjvlar,ZTF20acmunbm,ZTFabc01006,ZTFabc78300,ZTF21abowuqe,ZTFabc62433,ZTF21abhrpaq,0,352.8979,362.4461,394.435,419.2554,422.5954,427.3273,436.7288,445.5774,449.0432,449.6729,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaxsuuk,ZTF21aaxsuuk,ZTF20actvmuw,ZTF21aarxuih,ZTFabc83821,ZTFabc06779,ZTFabc90759,ZTF20acvdqtg,ZTFabc43457,ZTF21aaphssg,ZTFabc37540,ZTF21aamfdzo,0,240.3318,289.6329,304.0786,310.5197,310.5989,320.8216,329.735,342.2894,344.65,351.2091,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,No_TNS,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.077,-99.0,-99.0,-99.0,-99.0
ZTF20aciwhcb,ZTF20aciwhcb,ZTF21aasfcra,ZTFabc78667,ZTF21aamfbda,ZTFabc78001,ZTF20acpomqu,ZTFabc62931,ZTFabc41874,ZTFabc02382,ZTFabc77990,ZTFabc14436,0,226.2607,237.4652,249.0193,249.3282,252.4926,256.8147,257.3318,257.9577,259.1455,259.2874,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,None,SN II,SN II,SN II,SN Ia,SN II,SN IIn,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,0.052,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aanwfjk,ZTF21aanwfjk,ZTF21abfxjik,ZTF21aaabubo,ZTFabc86047,ZTF20acrcewc,ZTFabc77058,ZTF21aadtnyl,ZTF21aaxhveb,ZTF18abzzfxf,ZTF21aaqqjoe,ZTF20acxyipy,0,384.1022,390.5203,430.5513,433.0401,442.4253,453.0876,454.3463,463.2515,474.5027,477.7169,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,0.065078,0.08,0.08,-99.0,0.0239669997,-99.0,-99.0,-99.0,-99.0,-99.0,0.13
ZTF20acoxerh,ZTF20acoxerh,ZTF21aaxsxrv,ZTF18acbzvow,ZTF21aariepz,ZTF18acnneyt,ZTF21acngnza,ZTF21aayebkx,ZTF21aaphskp,ZTF21aalimun,ZTF21aaphnga,ZTF21aagtmmp,0,309.35,311.0424,319.2036,356.0279,388.8554,407.3589,409.0177,417.58,417.6123,423.4496,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aaikcbb,ZTF18aaikcbb,ZTF18acaucsw,ZTFabc09914,ZTFabc35016,ZTF21abkmnrx,ZTF19aacwqjs,ZTF21abpivbd,ZTF21aahccrk,ZTFabc21362,ZTFabc21519,ZTFabc64900,0,589.3712,604.463,617.6288,619.5597,638.8597,651.5899,669.9777,677.783,688.5967,698.3311,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,SN II,SN Ia,SN Ia,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN IIn,0.044,0.07,-99.0,-99.0,-99.0,-99.0,0.064,0.097932,-99.0,-99.0,-99.0
ZTF21aaczpca,ZTF21aaczpca,ZTFabc04760,ZTFabc25526,ZTFabc52327,ZTFabc19458,ZTFabc23597,ZTF21aaqylke,ZTFabc45643,ZTFabc57359,ZTF20acwncbd,ZTF21abxyydw,0,308.1524,308.1565,308.1847,308.1942,314.0002,316.0878,316.6986,323.8047,325.5143,329.2485,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,No_TNS,SN Ia,TDE,TDE,TDE,TDE,TDE,None,TDE,SN Ia,SN Ia,None,0.035,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0
ZTF18ablqjws,ZTF18ablqjws,ZTF19aabyvgk,ZTFabc54118,ZTF18abokvkt,ZTFabc24555,ZTFabc77643,ZTFabc26954,ZTFabc93232,ZTFabc45960,ZTFabc34160,ZTFabc24845,0,288.987,311.7089,313.7993,323.611,325.7403,326.2121,326.5786,327.4825,328.5129,328.6243,No_TNS,Yes_TNS,Fake,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,None,SN Ia-91T-like,SN II,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abwouwa,ZTF21abwouwa,ZTF20acpgpnq,ZTF21aaxsorf,ZTF20acogesf,ZTFabc96173,ZTF21aahhegg,ZTF21aarowtc,ZTF21abvatsz,ZTF21aaijkpx,ZTF21aabgois,ZTF21aadsosc,0,286.1263,355.2632,370.9896,378.6682,381.9309,384.6902,385.9824,386.9308,399.3311,402.4932,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,None,None,None,SN Ia,SN Ia,None,None,None,None,None,None,-99.0,-99.0,-99.0,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achtpbn,ZTF20achtpbn,ZTF20acberbd,ZTFabc47800,ZTFabc47634,ZTFabc56978,ZTF21abcsyrz,ZTFabc59851,ZTFabc64050,ZTFabc98432,ZTF20acuimtq,ZTF21aazlujl,0,483.2511,503.1522,505.5558,507.9137,509.3918,510.9598,512.2634,514.2342,518.4631,519.4797,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN II,None,SN II,SN Ia,SN Ia,SN Ia,None,0.1,0.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.069,-99.0
ZTF18absdgly,ZTF18absdgly,ZTFabc29197,ZTF21abwtlzt,ZTF20acvemao,ZTF21aarmtbi,ZTF20abxyfwy,ZTFabc06934,ZTF21aasttsm,ZTF21abiwvlt,ZTFabc66762,ZTF20acvhwlp,0,278.5705,296.328,335.6815,353.4957,380.0612,396.0797,412.6461,442.0875,457.8147,467.0738,No_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Yes_TNS,Fake,Yes_TNS,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None,SN Ia,None,-99.0,-99.0,-99.0,0.112,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acumxrh,ZTF20acumxrh,ZTF21aaogmvs,ZTF21aarjehy,ZTF21abrxwvv,ZTFabc59499,ZTFabc43492,ZTFabc43604,ZTFabc56605,ZTFabc93478,ZTFabc16003,ZTF20acveyal,0,372.1101,455.1512,456.8975,458.9651,459.4688,468.1432,469.5128,473.3718,483.7863,489.3078,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,None,SN II,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,None,0.07,-99.0,0.04,0.093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acajvnu,ZTF18acajvnu,ZTFabc87928,ZTFabc60545,ZTFabc39216,ZTFabc62230,ZTFabc29907,ZTF18adalgta,ZTFabc38712,ZTFabc17975,ZTFabc82538,ZTFabc12195,0,214.5811,246.5791,248.2267,249.4099,252.4165,255.3984,256.3475,256.4059,259.3036,259.923,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,SN Ia,SN Ic,SN Ic,SN Ic,SN Ia,None,SN Ia,SN Ia,SN II,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abejfeo,ZTF21abejfeo,ZTF21aavxtdx,ZTF19aadgumh,ZTF21abaeupn,ZTF21abfmnms,ZTF21aalhqhx,ZTF21aatkmld,ZTF21aaxyyaq,ZTF21abcounq,ZTF21aavhweb,ZTF21aaxyfdg,0,290.6416,406.2713,410.184,410.6104,416.6608,425.5216,428.6165,446.2941,459.6039,461.6446,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
